Region,Customer Name,Sales,row_number,rank,dense_rank
North,Ranbir Khatri,12104.0,1197.0,1197.0,1196.0
North,Dharmajan Kapadia,11985.2,1198.0,1198.0,1197.0
North,Biju Butala,11954.8,1199.0,1199.0,1198.0
North,Jhanvi Sinha,11869.3,1200.0,1200.0,1199.0
North,Eshani Anand,11259.1,1201.0,1201.0,1200.0
North,Navya Barman,11222.55,1202.0,1202.0,1201.0
North,Suhana Sunder,11208.0,1203.0,1203.0,1202.0
North,Kabir Golla,11109.5,1204.0,1204.0,1203.0
North,Fateh Maharaj,10965.0,1205.0,1205.0,1204.0
North,Jiya Mammen,10814.4,1206.0,1206.0,1205.0
North,Samar Bose,10736.0,1207.0,1207.0,1206.0
North,Mannat Raju,10648.8,1208.0,1208.0,1207.0
North,Pihu Gopal,10495.2,1209.0,1209.0,1208.0
North,Ira Varkey,10401.6,1210.0,1210.0,1209.0
North,Alia Bhasin,10362.6,1211.0,1211.0,1210.0
North,Suhana Bala,10346.45,1212.0,1212.0,1211.0
North,Raghav Kari,10106.5,1213.0,1213.0,1212.0
North,Nirvi Keer,10023.45,1214.0,1214.0,1213.0
North,Purab Verma,9894.0,1215.0,1215.0,1214.0
North,Trisha Sharaf,9843.9,1216.0,1216.0,1215.0
North,Miraan Chokshi,9688.8,1217.0,1217.0,1216.0
North,Anay Ramachandran,9568.4,1218.0,1218.0,1217.0
North,Kanav Srinivas,9504.7,1219.0,1219.0,1218.0
North,Bhamini Doshi,9279.6,1220.0,1220.0,1219.0
North,Ayesha Srinivas,9075.6,1221.0,1221.0,1220.0
North,Madhup Sahni,8863.5,1222.0,1222.0,1221.0
North,Divij Gulati,8844.5,1223.0,1223.0,1222.0
North,Vanya Gade,8771.15,1224.0,1224.0,1223.0
North,Shanaya Rout,8587.8,1225.0,1225.0,1224.0
North,Advika Majumdar,8467.7,1226.0,1226.0,1225.0
North,Kimaya Rege,8276.0,1227.0,1227.0,1226.0
North,Kiara Bhatia,8115.8,1228.0,1228.0,1227.0
North,Shlok Rau,7971.3,1229.0,1229.0,1228.0
North,Ehsaan Date,7720.55,1230.0,1230.0,1229.0
North,Eva Sarma,7634.7,1231.0,1231.0,1230.0
North,Umang Barad,7436.6,1232.0,1232.0,1231.0
North,Onkar Bandi,6956.8,1233.0,1233.0,1232.0
North,Anahita Chada,6863.75,1234.0,1234.0,1233.0
North,Uthkarsh Lalla,6848.55,1235.0,1235.0,1234.0
North,Jayan Saran,6845.7,1236.0,1236.0,1235.0
North,Arnav Kunda,6836.0,1237.0,1237.0,1236.0
North,Shanaya Sura,6745.0,1238.0,1238.0,1237.0
North,Mehul Chakrabarti,6458.4,1239.0,1239.0,1238.0
North,Rasha Yadav,6379.25,1240.0,1240.0,1239.0
North,Purab Dada,6368.4,1241.0,1241.0,1240.0
North,Ehsaan Ghosh,6209.6,1242.0,1242.0,1241.0
North,Alia Chaudhari,5985.6,1243.0,1243.0,1242.0
North,Darshit Mand,5852.0,1244.0,1244.0,1243.0
North,Lagan Gill,5808.0,1245.0,1245.0,1244.0
North,Pihu Bahl,5632.0,1246.0,1246.0,1245.0
North,Abram Balasubramanian,5527.8,1247.0,1247.0,1246.0
North,Dhanuk Ramachandran,5141.0,1248.0,1248.0,1247.0
North,Kimaya Atwal,4842.0,1249.0,1249.0,1248.0
North,Nirvaan Arora,4438.7,1250.0,1250.0,1249.0
North,Devansh Krish,4386.0,1251.0,1251.0,1250.0
North,Aradhya Bassi,4156.8,1252.0,1252.0,1251.0
North,Tanya Sha,4148.0,1253.0,1253.0,1252.0
North,Nakul Kade,4031.8,1254.0,1254.0,1253.0
North,Romil Saha,3955.05,1255.0,1255.0,1254.0
North,Samiha Kar,3884.8,1256.0,1256.0,1255.0
North,Alisha Doctor,3876.0,1257.0,1257.0,1256.0
North,Tarini Shere,3806.1,1258.0,1258.0,1257.0
North,Jayant Joshi,3717.6,1259.0,1259.0,1258.0
North,Advika Mangat,3539.4,1260.0,1260.0,1259.0
North,Kiara Chopra,3450.0,1261.0,1261.0,1260.0
North,Biju Chada,3388.65,1262.0,1262.0,1261.0
North,Kartik Batta,3135.0,1263.0,1263.0,1262.0
North,Pranay Balan,3114.4,1264.0,1264.0,1263.0
North,Vedika Mane,2982.4,1265.0,1265.0,1264.0
North,Nirvi Raj,2635.0,1266.0,1266.0,1265.0
North,Eva Khatri,2513.7,1267.0,1267.0,1266.0
North,Rati Ramaswamy,2456.0,1268.0,1268.0,1267.0
North,Vardaniya Dave,2252.0,1269.0,1269.0,1268.0
North,Pranay Sarma,2225.6,1270.0,1270.0,1269.0
North,Jayan Mani,2204.05,1271.0,1271.0,1270.0
North,Sana Sule,2050.2,1272.0,1272.0,1271.0
North,Indranil Kakar,1898.05,1273.0,1273.0,1272.0
North,Eshani Ganguly,1848.75,1274.0,1274.0,1273.0
North,Badal Din,1691.0,1275.0,1275.0,1274.0
North,Saanvi Konda,1641.6,1276.0,1276.0,1275.0
North,Kimaya Agate,1591.2,1277.0,1277.0,1276.0
North,Dhruv Bahl,1242.7,1278.0,1278.0,1277.0
North,Jivin Lal,1238.4,1279.0,1279.0,1278.0
North,Rhea Sura,1056.0,1280.0,1280.0,1279.0
North,Alisha Lalla,981.6,1281.0,1281.0,1280.0
North,Aayush Tak,823.5,1282.0,1282.0,1281.0
North,Hunar Dara,755.25,1283.0,1283.0,1282.0
South,Kimaya Vala,490935.0,1.0,1.0,1.0
South,Bhamini Sane,441410.6,2.0,2.0,2.0
South,Rasha Saxena,393580.0,3.0,3.0,3.0
South,Anya Goyal,382043.2,4.0,4.0,4.0
South,Himmat Khare,380045.0,5.0,5.0,5.0
South,Yasmin Bir,377387.5,6.0,6.0,6.0
South,Devansh Dayal,377080.0,7.0,7.0,7.0
South,Kabir Gill,374035.0,8.0,8.0,8.0
South,Jiya Sankar,348650.0,9.0,9.0,9.0
South,Yasmin Vala,343040.0,10.0,10.0,10.0
South,Purab Boase,342567.0,11.0,11.0,11.0
South,Reyansh Bassi,342335.0,12.0,12.0,12.0
South,Aaryahi Madan,342166.5,13.0,13.0,13.0
South,Jivin Varughese,341534.5,14.0,14.0,14.0
South,Kashvi Rout,338545.0,15.0,15.0,15.0
South,Raunak Atwal,338376.5,16.0,16.0,16.0
South,Fateh Bhavsar,336766.5,17.0,17.0,17.0
South,Shaan Sharaf,335565.0,18.0,18.0,18.0
South,Zoya Behl,335135.0,19.0,19.0,19.0
South,Piya Ram,334979.5,20.0,20.0,20.0
South,Purab Seshadri,333535.5,21.0,21.0,21.0
South,Lakshit Sethi,330457.5,22.0,22.0,22.0
South,Lavanya Cherian,327536.25,23.0,23.0,23.0
South,Prisha Behl,327339.0,24.0,24.0,24.0
South,Kavya Bajaj,325953.0,25.0,25.0,25.0
South,Khushi Kunda,325580.0,26.0,26.0,26.0
South,Advik Chaudhuri,322014.0,27.0,27.0,27.0
South,Uthkarsh Bail,320819.75,28.0,28.0,28.0
South,Priyansh Rama,320431.5,29.0,29.0,29.0
South,Eshani Sani,319065.0,30.0,30.0,30.0
South,Anya Varughese,317488.5,31.0,31.0,31.0
South,Raunak Mane,317352.0,32.0,32.0,32.0
South,Yashvi Bath,315925.0,33.0,33.0,33.0
South,Riya Manda,315732.0,34.0,34.0,34.0
South,Alisha Bhagat,315337.5,35.0,35.0,35.0
South,Indranil Suresh,312964.0,36.0,36.0,36.0
South,Ranbir Kale,312051.25,37.0,37.0,37.0
South,Adah Gandhi,311815.0,38.0,38.0,38.0
South,Nayantara Majumdar,311533.5,39.0,39.0,39.0
South,Hansh Ram,310512.0,40.0,40.0,40.0
South,Advika Sood,309657.25,41.0,41.0,41.0
South,Adah Bath,307933.75,42.0,42.0,42.0
South,Piya Deshmukh,306948.0,43.0,43.0,43.0
South,Khushi Rajagopal,305031.0,44.0,44.0,44.0
South,Zeeshan Bajaj,304932.0,45.0,45.0,45.0
South,Yuvraj  Manda,302904.0,46.0,46.0,46.0
South,Riaan Mannan,301772.0,47.0,47.0,47.0
South,Mahika Chaudhari,300105.25,48.0,48.0,48.0
South,Riaan Srivastava,299116.0,49.0,49.0,49.0
South,Yuvraj  Behl,298219.5,50.0,50.0,50.0
South,Jivin Cheema,295896.0,51.0,51.0,51.0
South,Abram Badal,293572.0,52.0,52.0,52.0
South,Nishith Kara,289980.0,53.0,53.0,53.0
South,Khushi Bhalla,289565.0,54.0,54.0,54.0
South,Trisha Lad,288203.4,55.0,55.0,55.0
South,Pihu Gola,287952.0,56.0,56.0,56.0
South,Damini Raju,283801.5,57.0,57.0,57.0
South,Navya Deshpande,283532.25,58.0,58.0,58.0
South,Arnav Lad,283122.25,59.0,59.0,59.0
South,Lavanya Setty,280516.0,60.0,60.0,60.0
South,Ojas D’Alia,279064.0,61.0,61.0,61.0
South,Pari Cheema,278510.0,62.0,62.0,62.0
South,Divit Sant,278332.5,63.0,63.0,63.0
South,Taran Sengupta,277552.0,64.0,64.0,64.0
South,Jayesh Madan,276267.6,65.0,65.0,65.0
South,Veer Dara,276088.5,66.0,66.0,66.0
South,Tushar Devan,276006.0,67.0,67.0,67.0
South,Anay Ramaswamy,275084.0,68.0,68.0,68.0
South,Ehsaan Babu,274864.0,69.0,69.0,69.0
South,Badal Sanghvi,274838.4,70.0,70.0,70.0
South,Inaaya  Garg,273844.0,71.0,71.0,71.0
South,Jayant Varty,270172.4,72.0,72.0,72.0
South,Hansh Sundaram,269914.0,73.0,73.0,73.0
South,Aniruddh Shetty,268264.8,74.0,74.0,74.0
South,Dhanuk Bava,267210.0,75.0,75.0,75.0
South,Myra Dua,265780.0,76.0,76.0,76.0
South,Kaira Sinha,265568.0,77.0,77.0,77.0
South,Indrajit Mall,265155.2,78.0,78.0,78.0
South,Jivin Dutt,264762.0,79.0,79.0,79.0
South,Amani Sachar,264575.25,80.0,80.0,80.0
South,Veer Dugal,263434.5,81.0,81.0,81.0
South,Vihaan Bora,260978.4,82.0,82.0,82.0
South,Inaaya  Bajaj,257363.0,83.0,83.0,83.0
South,Nishith Saha,255806.5,84.0,84.0,84.0
South,Akarsh Korpal,254800.0,85.0,85.0,85.0
South,Chirag Iyengar,254196.0,86.0,86.0,86.0
South,Kaira Joshi,253875.0,87.0,87.0,87.0
South,Adira Khanna,252937.5,88.0,88.0,88.0
South,Hiran Soman,251605.0,89.0,89.0,89.0
South,Navya Kale,250918.4,90.0,90.0,90.0
South,Tara Sabharwal,250819.0,91.0,91.0,91.0
South,Shanaya Bir,250629.0,92.0,92.0,92.0
South,Lakshit Wagle,248989.5,93.0,93.0,93.0
South,Abram Shanker,248967.0,94.0,94.0,94.0
South,Taimur Jani,248205.6,95.0,95.0,95.0
South,Ela Kalita,246876.0,96.0,96.0,96.0
South,Vaibhav Basu,246648.75,97.0,97.0,97.0
South,Shray Malhotra,245318.4,98.0,98.0,98.0
South,Umang Thaman,245096.0,99.0,99.0,99.0
South,Manjari Rao,244085.4,100.0,100.0,100.0
South,Jiya Srinivasan,241784.0,101.0,101.0,101.0
South,Yakshit Borde,240996.0,102.0,102.0,102.0
South,Vidur Hans,240780.0,103.0,103.0,103.0
South,Yakshit Singh,237888.0,104.0,104.0,104.0
South,Zoya Loyal,237588.0,105.0,105.0,105.0
South,Sana Gour,236877.75,106.0,106.0,106.0
South,Adira Dar,235353.6,107.0,107.0,107.0
South,Hazel Dhar,235036.0,108.0,108.0,108.0
South,Ishaan Walia,234707.0,109.0,109.0,109.0
South,Ishita Bajwa,234651.0,110.0,110.0,110.0
South,Rati Rattan,234433.4,111.0,111.0,111.0
South,Samiha Gupta,234220.5,112.0,112.0,112.0
South,Hunar Goda,232875.0,113.0,113.0,113.0
South,Taimur Raju,232816.5,114.0,114.0,114.0
South,Elakshi Kulkarni,231328.0,115.0,115.0,115.0
South,Aaina Bir,231044.0,116.0,116.0,116.0
South,Taimur Bahl,230829.0,117.0,117.0,117.0
South,Tara Chaudhry,230140.8,118.0,118.0,118.0
South,Samiha Badami,229986.2,119.0,119.0,119.0
South,Taran Vig,229552.0,120.0,120.0,120.0
South,Elakshi Kannan,228944.0,121.0,121.0,121.0
South,Aaryahi Lala,228556.5,122.0,122.0,122.0
South,Eshani Kala,228042.0,123.0,123.0,123.0
South,Drishya Bawa,226809.0,124.0,124.0,124.0
South,Emir Doctor,225336.0,125.0,125.0,125.0
South,Kashvi Chaudry,225156.5,126.0,126.0,126.0
South,Zaina Bassi,225088.5,127.0,127.0,127.0
South,Vivaan Gaba,225024.0,128.0,128.0,128.0
South,Priyansh Brar,224809.2,129.0,129.0,129.0
South,Hansh Dara,223864.65,130.0,130.0,130.0
South,Tiya Banerjee,222997.5,131.0,131.0,131.0
South,Anahi Rao,222616.35,132.0,132.0,132.0
South,Myra Deep,221943.0,133.0,133.0,133.0
South,Miraya Bhalla,221152.0,134.0,134.0,134.0
South,Anay Vaidya,220720.0,135.0,135.0,135.0
South,Eshani Sahota,220561.5,136.0,136.0,136.0
South,Pranay Kumer,219982.5,137.0,137.0,137.0
South,Nayantara Bhalla,219667.2,138.0,138.0,138.0
South,Bhamini Dixit,219492.0,139.0,139.0,139.0
South,Amani Deol,218804.0,140.0,140.0,140.0
South,Nirvi Sarma,217749.6,141.0,141.0,141.0
South,Siya Ahuja,216444.0,142.0,142.0,142.0
South,Piya Wable,216424.8,143.0,143.0,143.0
South,Mannat Sibal,215953.2,144.0,144.0,144.0
South,Reyansh Chandran,215924.0,145.0,145.0,145.0
South,Vanya Vohra,215235.0,146.0,146.0,146.0
South,Rasha Tank,214656.0,147.0,147.0,147.0
South,Ahana  Yohannan,214438.75,148.0,148.0,148.0
South,Amira Chandran,214417.8,149.0,149.0,149.0
South,Chirag Master,214412.4,150.0,150.0,150.0
South,Badal Dhar,214130.0,151.0,151.0,151.0
South,Dharmajan Ranganathan,214100.0,152.0,152.0,152.0
South,Jayant Sood,212948.2,153.0,153.0,153.0
South,Tarini Dada,212660.0,154.0,154.0,154.0
South,Samar Tripathi,212248.4,155.0,155.0,155.0
South,Krish Bhagat,212027.4,156.0,156.0,156.0
South,Nehmat Batra,211775.0,157.0,157.0,157.0
South,Pranay Dey,211066.25,158.0,158.0,158.0
South,Aarav Loke,210672.0,159.0,159.0,159.0
South,Divyansh Rastogi,210175.25,160.0,160.0,160.0
South,Anya Korpal,209314.8,161.0,161.0,161.0
South,Dhanush Cheema,208944.0,162.0,162.0,162.0
South,Kavya Goel,206976.0,163.0,163.0,163.0
South,Zeeshan Chad,206763.3,164.0,164.0,164.0
South,Ahana  Bera,206712.0,165.0,165.0,165.0
South,Anaya Banik,206346.0,166.0,166.0,166.0
South,Kiaan Ratta,206216.0,167.0,167.0,167.0
South,Armaan Kaur,205929.6,168.0,168.0,168.0
South,Baiju Madan,205929.5,169.0,169.0,169.0
South,Piya Kakar,205401.4,170.0,170.0,170.0
South,Kiara Rout,205314.0,171.0,171.0,171.0
South,Aaryahi Khare,205174.8,172.0,172.0,172.0
South,Raghav Rege,205083.75,173.0,173.0,173.0
South,Prerak Bhandari,204256.0,174.0,174.0,174.0
South,Nayantara Hegde,204141.6,175.0,175.0,175.0
South,Kavya Saxena,202388.4,176.0,176.0,176.0
South,Siya Desai,202214.4,177.0,177.0,177.0
South,Ira Subramanian,201533.0,178.0,178.0,178.0
South,Mannat Vaidya,201297.0,179.0,179.0,179.0
South,Darshit Kant,201028.5,180.0,180.0,180.0
South,Gokul Chacko,200404.5,181.0,181.0,181.0
South,Hazel Shanker,200343.3,182.0,182.0,182.0
South,Rhea Balay,200208.0,183.0,183.0,183.0
South,Ayesha Grover,199928.0,184.0,184.0,184.0
South,Akarsh Virk,198685.8,185.0,185.0,185.0
South,Renee Bhatt,198200.4,186.0,186.0,186.0
South,Riaan Vala,197497.4,187.0,187.0,187.0
South,Kaira Bhakta,197067.0,188.0,188.0,188.0
South,Stuvan Sangha,196108.6,189.0,189.0,189.0
South,Jiya Sem,195946.05,190.0,190.0,190.0
South,Neysa Kala,195885.0,191.0,191.0,191.0
South,Damini Gupta,195531.0,192.0,192.0,192.0
South,Nirvi Bhasin,195340.5,193.0,193.0,193.0
South,Yasmin Sidhu,194917.5,194.0,194.0,194.0
South,Diya Chauhan,193211.8,195.0,195.0,195.0
South,Krish Dar,192685.0,196.0,196.0,196.0
South,Yasmin Yogi,192392.4,197.0,197.0,197.0
South,Yashvi Banik,192316.0,198.0,198.0,198.0
South,Tiya Kamdar,192128.0,199.0,199.0,199.0
South,Alisha Kar,192032.0,200.0,200.0,200.0
South,Shlok Venkataraman,191902.8,201.0,201.0,201.0
South,Ranbir Saraf,191642.4,202.0,202.0,202.0
South,Miraya Edwin,191613.0,203.0,203.0,203.0
South,Jivika Raja,191086.8,204.0,204.0,204.0
South,Inaaya  Tandon,190404.25,205.0,205.0,205.0
South,Shalv Aurora,190349.6,206.0,206.0,206.0
South,Amira Kohli,190345.8,207.0,207.0,207.0
South,Adira Kale,189928.0,208.0,208.0,208.0
South,Prerak Koshy,189412.0,209.0,209.0,209.0
South,Eva Deshpande,188886.6,210.0,210.0,210.0
South,Damini Bir,188480.0,211.0,211.0,211.0
South,Yasmin Samra,188480.0,212.0,211.0,211.0
South,Taran Ganesan,188409.6,213.0,213.0,212.0
South,Siya Shroff,188123.75,214.0,214.0,213.0
South,Rhea Ratti,187681.5,215.0,215.0,214.0
South,Eshani Kashyap,187605.0,216.0,216.0,215.0
South,Manjari Mangal,187190.4,217.0,217.0,216.0
South,Yuvaan Ganguly,186325.95,218.0,218.0,217.0
South,Anya Dua,186283.6,219.0,219.0,218.0
South,Yuvraj  Shan,184744.8,220.0,220.0,219.0
South,Nitara Saraf,184346.55,221.0,221.0,220.0
South,Aarav Ahuja,183855.0,222.0,222.0,221.0
South,Anay Chad,183679.2,223.0,223.0,222.0
South,Hridaan Bhat,183557.5,224.0,224.0,223.0
South,Inaaya  Kannan,182763.6,225.0,225.0,224.0
South,Gokul Kamdar,182761.95,226.0,226.0,225.0
South,Lakshay Krish,182380.0,227.0,227.0,226.0
South,Kavya Sastry,180784.0,228.0,228.0,227.0
South,Bhavin Desai,180701.4,229.0,229.0,228.0
South,Eshani Saran,180288.0,230.0,230.0,229.0
South,Hridaan Swaminathan,179868.5,231.0,231.0,230.0
South,Shlok Raja,179280.0,232.0,232.0,231.0
South,Jhanvi Sami,179074.8,233.0,233.0,232.0
South,Heer Ghosh,178614.0,234.0,234.0,233.0
South,Ryan Dutt,178177.0,235.0,235.0,234.0
South,Kashvi Sunder,177862.5,236.0,236.0,235.0
South,Faiyaz Sarraf,176047.2,237.0,237.0,236.0
South,Shlok Master,175618.5,238.0,238.0,237.0
South,Dhruv Iyengar,175556.0,239.0,239.0,238.0
South,Aradhya Atwal,175178.1,240.0,240.0,239.0
South,Vedika Wagle,174587.2,241.0,241.0,240.0
South,Kimaya Mander,174469.4,242.0,242.0,241.0
South,Ahana  Gupta,173641.95,243.0,243.0,242.0
South,Lakshit D’Alia,173480.4,244.0,244.0,243.0
South,Alisha Sarma,172774.6,245.0,245.0,244.0
South,Kanav Tata,172154.4,246.0,246.0,245.0
South,Kismat Bandi,171637.95,247.0,247.0,246.0
South,Sumer Majumdar,170464.5,248.0,248.0,247.0
South,Kashvi Choudhury,170190.0,249.0,249.0,248.0
South,Kiara Sarma,169735.5,250.0,250.0,249.0
South,Adah Bassi,169569.0,251.0,251.0,250.0
South,Alia Shenoy,169416.0,252.0,252.0,251.0
South,Nirvaan Lad,168564.0,253.0,253.0,252.0
South,Damini Barman,168070.5,254.0,254.0,253.0
South,Kaira Walia,167802.75,255.0,255.0,254.0
South,Dharmajan Solanki,167524.0,256.0,256.0,255.0
South,Yasmin Sengupta,166950.0,257.0,257.0,256.0
South,Piya Koshy,166381.2,258.0,258.0,257.0
South,Ahana  Vig,165413.4,259.0,259.0,258.0
South,Vihaan Majumdar,165336.0,260.0,260.0,259.0
South,Miraan Roy,163215.0,261.0,261.0,260.0
South,Ivana Mann,162763.2,262.0,262.0,261.0
South,Misha Bajaj,162352.0,263.0,263.0,262.0
South,Shalv Varty,162208.8,264.0,264.0,263.0
South,Kashvi Garde,161305.6,265.0,265.0,264.0
South,Jhanvi Mander,161060.55,266.0,266.0,265.0
South,Rohan Gole,161047.2,267.0,267.0,266.0
South,Onkar Rajagopal,160833.6,268.0,268.0,267.0
South,Tushar Krish,160099.2,269.0,269.0,268.0
South,Tejas Bobal,159616.8,270.0,270.0,269.0
South,Arhaan Sarkar,159397.2,271.0,271.0,270.0
South,Kiaan Bhatt,159022.4,272.0,272.0,271.0
South,Zeeshan Dubey,158964.45,273.0,273.0,272.0
South,Aaina Balasubramanian,158876.8,274.0,274.0,273.0
South,Faiyaz Dara,158600.0,275.0,275.0,274.0
South,Shanaya Sani,158372.0,276.0,276.0,275.0
South,Kavya Luthra,158325.6,277.0,277.0,276.0
South,Vivaan Varma,157704.75,278.0,278.0,277.0
South,Ivana Baral,157124.0,279.0,279.0,278.0
South,Hunar Tak,156926.7,280.0,280.0,279.0
South,Sara Gola,156422.4,281.0,281.0,280.0
South,Kavya Viswanathan,156092.0,282.0,282.0,281.0
South,Lakshit Shah,155608.65,283.0,283.0,282.0
South,Sahil Bakshi,155086.0,284.0,284.0,283.0
South,Saanvi Chaudhari,154275.0,285.0,285.0,284.0
South,Dishani Sharaf,154268.0,286.0,286.0,285.0
South,Mohanlal Dubey,154237.5,287.0,287.0,286.0
South,Nirvaan Ramanathan,152484.5,288.0,288.0,287.0
South,Sana Sampath,151600.0,289.0,289.0,288.0
South,Armaan Sibal,151048.8,290.0,290.0,289.0
South,Rhea Lall,150377.4,291.0,291.0,290.0
South,Emir Sastry,150100.8,292.0,292.0,291.0
South,Priyansh Badal,150040.8,293.0,293.0,292.0
South,Ryan Yohannan,149702.4,294.0,294.0,293.0
South,Darshit Bhardwaj,149645.0,295.0,295.0,294.0
South,Yasmin Date,149499.0,296.0,296.0,295.0
South,Tanya Amble,149012.0,297.0,297.0,296.0
South,Adira Dubey,148762.4,298.0,298.0,297.0
South,Dhanush Rajan,148262.4,299.0,299.0,298.0
South,Dhruv Arya,147611.85,300.0,300.0,299.0
South,Vedika Biswas,147168.3,301.0,301.0,300.0
South,Pari Mane,146220.0,302.0,302.0,301.0
South,Divit Date,145360.2,303.0,303.0,302.0
South,Kanav Anne,145066.5,304.0,304.0,303.0
South,Veer Bhardwaj,144921.6,305.0,305.0,304.0
South,Riaan Dutta,144749.7,306.0,306.0,305.0
South,Shaan Doshi,144557.7,307.0,307.0,306.0
South,Faiyaz Gour,144320.0,308.0,308.0,307.0
South,Armaan Hora,143684.0,309.0,309.0,308.0
South,Anahita Taneja,143172.6,310.0,310.0,309.0
South,Shayak Koshy,143072.0,311.0,311.0,310.0
South,Dhruv Sagar,142589.7,312.0,312.0,311.0
South,Elakshi Din,142306.2,313.0,313.0,312.0
South,Anay Mandal,142126.2,314.0,314.0,313.0
South,Reyansh Shenoy,141149.1,315.0,315.0,314.0
South,Madhup Sagar,140528.0,316.0,316.0,315.0
South,Tanya Ramanathan,140214.3,317.0,317.0,316.0
South,Mishti Sunder,140072.4,318.0,318.0,317.0
South,Hansh Warrior,138529.6,319.0,319.0,318.0
South,Yasmin Solanki,137986.2,320.0,320.0,319.0
South,Divij Mahajan,137860.0,321.0,321.0,320.0
South,Hazel Chakrabarti,137168.0,322.0,322.0,321.0
South,Pranay Chauhan,136627.2,323.0,323.0,322.0
South,Badal Rajan,136614.4,324.0,324.0,323.0
South,Samaira Loyal,136596.0,325.0,325.0,324.0
South,Dhruv Guha,136582.2,326.0,326.0,325.0
South,Pari Sundaram,136429.5,327.0,327.0,326.0
South,Yuvraj  Chandra,136425.6,328.0,328.0,327.0
South,Mannat Barad,136421.6,329.0,329.0,328.0
South,Ivan Vig,135936.9,330.0,330.0,329.0
South,Alisha Grewal,135092.0,331.0,331.0,330.0
South,Heer Varty,134611.1,332.0,332.0,331.0
South,Anahi Date,134412.0,333.0,333.0,332.0
South,Ritvik Ramanathan,134362.05,334.0,334.0,333.0
South,Neysa Sheth,134073.0,335.0,335.0,334.0
South,Drishya Shroff,133799.4,336.0,336.0,335.0
South,Aarush Raja,133492.5,337.0,337.0,336.0
South,Tushar Dutt,133446.6,338.0,338.0,337.0
South,Miraya Sengupta,133395.0,339.0,339.0,338.0
South,Mamooty Raman,133325.85,340.0,340.0,339.0
South,Shayak Mane,133172.0,341.0,341.0,340.0
South,Kavya Varty,132863.5,342.0,342.0,341.0
South,Pihu Gaba,132692.2,343.0,343.0,342.0
South,Urvi Khatri,132605.1,344.0,344.0,343.0
South,Yashvi Sastry,132601.0,345.0,345.0,344.0
South,Shaan Bera,131857.2,346.0,346.0,345.0
South,Yakshit Din,131814.0,347.0,347.0,346.0
South,Nayantara Kohli,131551.95,348.0,348.0,347.0
South,Nakul Bahri,131387.85,349.0,349.0,348.0
South,Jhanvi Boase,131278.6,350.0,350.0,349.0
South,Gatik Banerjee,131204.0,351.0,351.0,350.0
South,Riya Mander,131148.45,352.0,352.0,351.0
South,Inaaya  Karpe,130960.35,353.0,353.0,352.0
South,Ehsaan Butala,130628.8,354.0,354.0,353.0
South,Divyansh Sarna,130324.0,355.0,355.0,354.0
South,Ranbir Cheema,130281.0,356.0,356.0,355.0
South,Khushi Saha,130070.4,357.0,357.0,356.0
South,Dhanuk Aggarwal,130037.25,358.0,358.0,357.0
South,Faiyaz Srinivas,129969.0,359.0,359.0,358.0
South,Pihu Srinivasan,129863.85,360.0,360.0,359.0
South,Jayesh Sachdeva,129746.0,361.0,361.0,360.0
South,Tara Ratti,129746.0,362.0,361.0,360.0
South,Hridaan Bera,129731.2,363.0,363.0,361.0
South,Hiran Kapur,129708.8,364.0,364.0,362.0
South,Onkar Bhasin,129669.3,365.0,365.0,363.0
South,Alia Khare,129494.7,366.0,366.0,364.0
South,Himmat Srinivasan,129056.0,367.0,367.0,365.0
South,Hridaan Luthra,128968.2,368.0,368.0,366.0
South,Aarav Bala,128719.8,369.0,369.0,367.0
South,Hrishita Sagar,128109.6,370.0,370.0,368.0
South,Rania Mand,127514.7,371.0,371.0,369.0
South,Yashvi Ravi,127392.15,372.0,372.0,370.0
South,Rasha Thaman,127096.2,373.0,373.0,371.0
South,Yasmin Kamdar,127023.0,374.0,374.0,372.0
South,Madhup Keer,126726.4,375.0,375.0,373.0
South,Rati Goel,126426.0,376.0,376.0,374.0
South,Damini Grover,126420.0,377.0,377.0,375.0
South,Ranbir Babu,125962.4,378.0,378.0,376.0
South,Samar Wason,125395.2,379.0,379.0,377.0
South,Devansh Sethi,125199.9,380.0,380.0,378.0
South,Drishya Mangal,124995.2,381.0,381.0,379.0
South,Dhanush Vaidya,124936.4,382.0,382.0,380.0
South,Advik Subramaniam,124839.0,383.0,383.0,381.0
South,Kimaya Garg,124680.0,384.0,384.0,382.0
South,Samaira Gara,124659.0,385.0,385.0,383.0
South,Aarush Jani,124450.0,386.0,386.0,384.0
South,Ehsaan Das,124442.4,387.0,387.0,385.0
South,Himmat Rout,123979.2,388.0,388.0,386.0
South,Alisha Balakrishnan,123748.95,389.0,389.0,387.0
South,Inaaya  Sen,123665.0,390.0,390.0,388.0
South,Sana Walia,123408.0,391.0,391.0,389.0
South,Ishaan Dhaliwal,122129.1,392.0,392.0,390.0
South,Samarth Sibal,122091.15,393.0,393.0,391.0
South,Tushar Kakar,121773.0,394.0,394.0,392.0
South,Vritika Dugal,121700.8,395.0,395.0,393.0
South,Aarav Gupta,121696.8,396.0,396.0,394.0
South,Shayak Saxena,120637.65,397.0,397.0,395.0
South,Madhav Ramakrishnan,120332.0,398.0,398.0,396.0
South,Nitya Kohli,120180.7,399.0,399.0,397.0
South,Rati Varty,120097.8,400.0,400.0,398.0
South,Mahika Zacharia,120090.0,401.0,401.0,399.0
