customer_id,customer_first_name,customer_last_name,category_name,product_name,customer_segment,customer_city,customer_state,customer_country,customer_region,delivery_status,order_date,order_id,ship_date,shipping_type,days_for_shipment_scheduled,days_for_shipment_real,order_item_discount,sales_per_order,order_quantity,profit_per_order
C_ID_62071,Joe,Gonzalez,Furniture,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Consumer,Hialeah,Florida,United States,South,Shipping on time,4/7/2022,O_ID_3000470,4/9/2022,Second Class,2,2,9.899999619,500.0,3,44.22000122
C_ID_67851,Ethan,Gillingham,Office Supplies,Staple holder,Corporate,Los Angeles,California,United States,West,Shipping on time,24-12-2021,O_ID_3000471,26-12-2021,Second Class,2,2,5.880000114,83.97000122,1,32.79999924
C_ID_42786,Ashley,Dahlen,Office Supplies,Avery Arch Ring Binders,Home Office,West Jordan,Utah,United States,West,Shipping on time,31-07-2022,O_ID_3000472,2/8/2022,Second Class,2,2,36.0,500.0,3,126.7099991
C_ID_62006,Joe,Dahlen,Office Supplies,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Home Office,Oakland,California,United States,West,Shipping on time,4/7/2022,O_ID_3000473,4/9/2022,Second Class,2,2,24.0,500.0,3,13.35999966
C_ID_66286,Mary,Messe,Technology,Logitech ClearChat Comfort/USB Headset H390,Consumer,Saint Petersburg,Florida,United States,South,Shipping on time,2/10/2022,O_ID_3000474,13-01-2022,Second Class,2,2,53.99000168,299.9700012,3,83.13999939
C_ID_62041,Denise,Gonzalez,Technology,SanDisk Cruzer 64 GB USB Flash Drive,Consumer,Los Angeles,California,United States,West,Shipping on time,16-07-2022,O_ID_3000475,18-07-2022,Second Class,2,2,0.0,500.0,3,80.98999786
C_ID_67041,Stephanie,Gonzalez,Technology,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Consumer,San Francisco,California,United States,West,Shipping on time,21-08-2022,O_ID_3000476,23-08-2022,Second Class,2,2,7.199999809,179.9700012,3,43.18999863
C_ID_65381,Mary,Lopez,Furniture,"DAX Value U-Channel Document Frames, Easel Back",Consumer,Eau Claire,Wisconsin,United States,Central,Shipping on time,12/7/2022,O_ID_3000477,12/9/2022,Second Class,2,2,8.25,500.0,3,49.59000015
C_ID_62071,Mary,Thornton,Furniture,"Bevis Traditional Conference Table Top, Plinth Base",Consumer,Akron,Ohio,United States,East,Shipping on time,31-07-2022,O_ID_3000478,2/8/2022,Second Class,2,2,13.48999977,500.0,3,44.34000015
C_ID_53613,Mary,Norvell,Office Supplies,Avery Non-Stick Binders,Consumer,Newport News,Virginia,United States,South,Shipping on time,20-04-2022,O_ID_3007411,24-04-2022,Standard Class,4,4,79.98999786,499.9500122,5,125.9899979
C_ID_48871,Denise,Hernandez,Office Supplies,GBC DocuBind P100 Manual Binding Machine,Home Office,Dallas,Texas,United States,Central,Shipping on time,16-07-2022,O_ID_3000480,18-07-2022,Second Class,2,2,27.0,500.0,3,35.66999817
C_ID_50496,Mary,Hernandez,Office Supplies,Staples,Home Office,Cleveland,Ohio,United States,East,Shipping on time,25-08-2022,O_ID_3000481,27-08-2022,Second Class,2,2,27.0,299.9700012,3,106.4599991
C_ID_49361,Mary,Hawkins,Office Supplies,EcoTones Memo Sheets,Corporate,Midland,Michigan,United States,Central,Shipping on time,25-10-2021,O_ID_3000482,27-10-2021,Second Class,2,2,14.98999977,149.9400024,1,35.09000015
C_ID_64366,Mary,Grove,Office Supplies,Fellowes Super Stor/Drawer,Consumer,Virginia Beach,Virginia,United States,South,Shipping on time,25-10-2021,O_ID_3000483,27-10-2021,Second Class,2,2,17.98999977,149.9400024,1,-39.58000183
C_ID_50496,Mary,Patel,Technology,Plantronics Audio 478 Stereo USB Headset,Consumer,Dover,New Hampshire,United States,East,Shipping on time,3/10/2022,O_ID_3000484,13-02-2022,Second Class,2,2,21.60000038,179.9700012,3,45.93000031
C_ID_61363,Ashley,Hernandez,Office Supplies,Hoover Commercial SteamVac,Home Office,San Francisco,California,United States,West,Shipping on time,19-04-2022,O_ID_3007421,23-04-2022,Standard Class,4,4,5.0,499.9500122,5,242.5299988
C_ID_63351,David,Webber,Furniture,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Corporate,Dover,New Hampshire,United States,East,Shipping on time,22-08-2022,O_ID_3000486,24-08-2022,Second Class,2,2,28.79999924,179.9700012,3,15.11999989
C_ID_65766,Mary,Chapman,Technology,Imation Clip USB flash drive - 8 GB,Consumer,Dover,New Hampshire,United States,East,Shipping on time,10/2/2022,O_ID_3000487,10/4/2022,Second Class,2,2,25.48999977,149.9400024,3,57.25
C_ID_67186,Mary,Armstrong,Office Supplies,Surelock Post Binders,Home Office,San Marcos,Texas,United States,Central,Shipping on time,27-09-2022,O_ID_3000488,29-09-2022,Second Class,2,2,2.0,200.0,4,71.27999878
C_ID_64346,Mary,Trevino,Furniture,Deflect-o Glass Clear Studded Chair Mats,Consumer,San Marcos,Texas,United States,Central,Shipping on time,30-09-2022,O_ID_3000489,2/10/2022,Second Class,2,2,2.400000095,239.9600067,4,111.6500015
C_ID_62731,Jacob,Trevino,Office Supplies,Xerox 1949,Consumer,San Marcos,Texas,United States,Central,Shipping on time,21-09-2022,O_ID_3000490,23-09-2022,Second Class,2,2,2.0,199.9199982,4,3.960000038
C_ID_63351,Mary,Ashbrook,Office Supplies,Xerox 1949,Consumer,Houston,Texas,United States,Central,Shipping on time,30-10-2021,O_ID_3000491,1/11/2021,Second Class,2,2,48.0,120.0,1,127.7600021
C_ID_66086,Cheryl,Stewart,Technology,Apple iPhone 5,Consumer,Lawrence,Massachusetts,United States,East,Shipping on time,19-09-2021,O_ID_3000492,21-09-2021,Second Class,2,2,31.19000053,239.9600067,1,13.14999962
C_ID_60228,Mary,Myrick,Furniture,"Global Wood Trimmed Manager's Task Chair, Khaki",Consumer,New York City,New York,United States,East,Shipping on time,19-04-2022,O_ID_3007430,23-04-2022,Standard Class,4,4,0.0,499.9500122,5,156.4799957
C_ID_45276,Mary,Dahlen,Office Supplies,Acme Design Stainless Steel Bent Scissors,Consumer,Houston,Texas,United States,Central,Shipping on time,3/10/2022,O_ID_3000494,13-02-2022,Second Class,2,2,23.98999977,159.9600067,4,8.159999847
C_ID_53868,Mary,Martin,Office Supplies,Cardinal Holdit Business Card Pockets,Home Office,Chicago,Illinois,United States,Central,Shipping on time,30-05-2022,O_ID_3007434,3/6/2022,Standard Class,4,4,35.0,499.9500122,5,55.79000092
C_ID_57063,Dorothy,Braxton,Furniture,"Bush Westfield Collection Bookcases, Fully Assembled",Consumer,Columbus,Ohio,United States,East,Shipping on time,1/6/2022,O_ID_3007443,9/2/2022,Standard Class,4,4,99.98999786,499.9500122,5,99.98999786
C_ID_65891,Christina,Ferguson,Office Supplies,Acco 6 Outlet Guardian Basic Surge Suppressor,Corporate,Houston,Texas,United States,Central,Advance shipping,9/1/2022,O_ID_3000497,9/4/2022,Standard Class,4,3,2.599999905,129.9900055,1,35.02999878
C_ID_62591,Mary,Ferguson,Office Supplies,"Sanford Colorific Scented Colored Pencils, 12/Pack",Corporate,Houston,Texas,United States,Central,Advance shipping,18-02-2022,O_ID_3000498,21-02-2022,Standard Class,4,3,2.599999905,129.9900055,1,50.95999908
C_ID_67307,Amber,Grove,Technology,Jackery Bar Premium Fast-charging Portable Charger,Consumer,Springfield,Missouri,United States,Central,Shipping on time,9/5/2022,O_ID_3015119,9/5/2022,Same Day,0,0,79.98999786,499.9500122,5,138.5899963
C_ID_68561,Mary,Collister,Office Supplies,Rogers Profile Extra Capacity Storage Tub,Corporate,Virginia Beach,Virginia,United States,South,Advance shipping,27-02-2022,O_ID_3000500,2/3/2022,Standard Class,4,3,3.900000095,129.9900055,1,-50.43999863
C_ID_71890,Mary,Abelman,Office Supplies,GBC VeloBind Cover Sets,Home Office,Wheeling,Illinois,United States,Central,Advance shipping,4/4/2022,O_ID_3015522,4/7/2022,Standard Class,4,3,79.98999786,499.9500122,5,52.49000168
C_ID_43986,Mary,Clark,Furniture,"Global Geo Office Task Chair, Gray",Home Office,Decatur,Alabama,United States,South,Advance shipping,5/8/2022,O_ID_3000502,5/11/2022,Standard Class,4,3,10.0,199.9900055,1,66.5
C_ID_64256,David,Clark,Furniture,G.E. Halogen Desk Lamp Bulbs,Home Office,New York City,New York,United States,East,Advance shipping,28-03-2022,O_ID_3000503,31-03-2022,Standard Class,4,3,22.0,399.980011,1,118.3099976
C_ID_55922,Mary,Lichtenstein,Office Supplies,Xerox 1945,Consumer,Phoenix,Arizona,United States,West,Advance shipping,8/6/2022,O_ID_3016618,8/8/2022,Standard Class,4,2,64.98999786,499.9500122,5,117.4400024
C_ID_55417,Mary,Tom,Office Supplies,Xerox 215,Consumer,New York City,New York,United States,East,Advance shipping,7/4/2022,O_ID_3016619,7/6/2022,Standard Class,4,2,74.98999786,499.9500122,5,154.2599945
C_ID_56217,Linda,Redmond,Furniture,Hon Every-Day Series Multi-Task Chairs,Consumer,Port Arthur,Texas,United States,Central,Advance shipping,18-04-2022,O_ID_3016647,20-04-2022,Standard Class,4,2,25.0,300.0,5,227.9799957
C_ID_59541,Michael,Molinari,Office Supplies,Satellite Sectional Post Binders,Corporate,Reno,Nevada,United States,West,Advance shipping,25-05-2022,O_ID_3016671,27-05-2022,Standard Class,4,2,0.0,300.0,5,239.9799957
C_ID_71118,John,Burns,Furniture,"Master Caster Door Stop, Large Neon Orange",Corporate,Cranston,Rhode Island,United States,East,Advance shipping,4/6/2022,O_ID_3021367,4/9/2022,Standard Class,4,3,27.5,300.0,2,35.43000031
C_ID_41296,Donald,Thompson,Technology,Logitech G602 Wireless Gaming Mouse,Consumer,Laredo,Texas,United States,Central,Shipping on time,11/5/2022,O_ID_3021961,11/9/2022,Standard Class,4,4,0.0,300.0,2,239.9799957
C_ID_58067,Lawrence,Willingham,Office Supplies,Fellowes PB300 Plastic Comb Binding Machine,Corporate,Baltimore,Maryland,United States,East,Advance shipping,6/9/2022,O_ID_3000510,6/12/2022,Standard Class,4,3,48.0,399.980011,1,35.20000076
C_ID_60422,Mary,Hughes,Office Supplies,Staple envelope,Consumer,Chicago,Illinois,United States,Central,Advance shipping,5/8/2022,O_ID_3000511,5/11/2022,Standard Class,4,3,15.60000038,129.9900055,1,57.20000076
C_ID_53197,Mary,Hughes,Office Supplies,"Adams Telephone Message Books, 5 1/4” x 11”",Consumer,Chicago,Illinois,United States,Central,Advance shipping,19-03-2022,O_ID_3000512,22-03-2022,Standard Class,4,3,7.199999809,59.99000168,1,11.09000015
C_ID_59188,Charles,Dowd,Office Supplies,"Wirebound Service Call Books, 5 1/2"" x 4""",Home Office,Columbia,South Carolina,United States,South,Shipping on time,21-05-2022,O_ID_3022490,25-05-2022,Standard Class,4,4,64.98999786,300.0,5,-81.76999664
C_ID_53792,Arthur,Willingham,Technology,Plantronics Voyager Pro Legend,Corporate,Los Angeles,California,United States,West,Advance shipping,7/7/2022,O_ID_3000514,7/10/2022,Standard Class,4,3,7.800000191,500.0,3,24.01000023
C_ID_58707,Lisa,Gastineau,Office Supplies,Belkin 8 Outlet Surge Protector,Home Office,Los Angeles,California,United States,West,Advance shipping,29-01-2022,O_ID_3000515,1/2/2022,Standard Class,4,3,16.89999962,129.9900055,1,39.58000183
C_ID_51923,Mary,Hawkins,Furniture,Global Deluxe Steno Chair,Consumer,Taylor,Michigan,United States,Central,Shipping on time,11/6/2022,O_ID_3022674,11/8/2022,Second Class,2,2,79.98999786,300.0,5,52.49000168
C_ID_58707,Mary,Gastineau,Office Supplies,Xerox 1992,Home Office,Chicago,Illinois,United States,Central,Advance shipping,2/3/2022,O_ID_3000517,6/2/2022,Standard Class,4,3,39.0,299.980011,1,127.8799973
C_ID_35908,Mary,D'Ascenzo,Furniture,"Eldon Expressions Wood Desk Accessories, Oak",Home Office,Longview,Washington,United States,West,Shipping on time,28-06-2022,O_ID_3024109,28-06-2022,Same Day,0,0,124.9899979,300.0,5,179.9799957
C_ID_34463,Jennifer,Kamberova,Office Supplies,Tennsco Double-Tier Lockers,Consumer,Richmond,Indiana,United States,Central,Advance shipping,22-06-2022,O_ID_3024440,25-06-2022,Standard Class,4,3,99.98999786,300.0,5,145.1900024
C_ID_55812,Lisa,Tran,Office Supplies,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Consumer,Los Angeles,California,United States,West,Advance shipping,29-01-2022,O_ID_3000520,1/2/2022,Standard Class,4,3,19.5,129.9900055,1,28.72999954
C_ID_56457,Lisa,Roberts,Office Supplies,Newell 317,Consumer,Los Angeles,California,United States,West,Advance shipping,29-01-2022,O_ID_3000521,1/2/2022,Standard Class,4,3,30.0,199.9900055,1,54.40000153
C_ID_43403,Mary,Wener,Office Supplies,Self-Adhesive Ring Binder Labels,Corporate,New York City,New York,United States,East,Advance shipping,4/5/2022,O_ID_3024453,4/8/2022,Standard Class,4,3,64.98999786,300.0,5,113.0899963
C_ID_26492,Jean,Sorensen,Technology,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Consumer,Great Falls,Montana,United States,West,Shipping on time,8/6/2022,O_ID_3026772,8/10/2022,Standard Class,4,4,59.99000168,300.0,5,114.3899994
C_ID_57532,Mary,Hackney,Office Supplies,Xerox 1999,Consumer,San Diego,California,United States,West,Advance shipping,3/2/2022,O_ID_3000524,5/3/2022,Standard Class,4,3,20.79999924,129.9900055,1,52.40999985
C_ID_28882,Shirley,Meade,Office Supplies,Wilson Jones International Size A4 Ring Binders,Corporate,Seattle,Washington,United States,West,Shipping on time,28-05-2022,O_ID_3026781,1/6/2022,Standard Class,4,4,50.0,300.0,5,179.9799957
C_ID_60657,Mary,Roberts,Technology,Motorola L804,Consumer,San Francisco,California,United States,West,Advance shipping,5/8/2022,O_ID_3000526,5/11/2022,Standard Class,4,3,51.0,299.980011,1,114.5299988
C_ID_47192,Julie,Norris,Technology,"Maxell Pro 80 Minute CD-R, 10/Pack",Consumer,Seattle,Washington,United States,West,Advance shipping,10/6/2022,O_ID_3030301,10/8/2022,Standard Class,4,2,25.0,300.0,5,85.48999786
C_ID_49937,Mary,Webber,Technology,"Logitech Wireless Boombox Speaker - portable - wireless, wired",Corporate,Pleasant Grove,Utah,United States,West,Advance shipping,22-04-2022,O_ID_3030816,24-04-2022,Standard Class,4,2,25.0,499.9500122,5,59.36999893
C_ID_64572,Charles,Avila,Furniture,Office Star - Mesh Screen back chair with Vinyl seat,Corporate,New York City,New York,United States,East,Advance shipping,26-05-2022,O_ID_3030829,28-05-2022,Standard Class,4,2,84.98999786,499.9500122,5,199.1799927
C_ID_56072,Mary,Weirich,Office Supplies,Strathmore Photo Frame Cards,Consumer,Buffalo Grove,Illinois,United States,Central,Advance shipping,19-03-2022,O_ID_3000530,22-03-2022,Standard Class,4,3,60.0,299.980011,1,110.3899994
C_ID_56697,Lawrence,Lichtenstein,Furniture,Sauder Inglewood Library Bookcases,Corporate,New York City,New York,United States,East,Advance shipping,6/9/2022,O_ID_3000531,6/12/2022,Standard Class,4,3,75.0,299.980011,1,78.73999786
C_ID_51842,Mary,Flentye,Furniture,Hon Olson Stacker Stools,Consumer,New York City,New York,United States,East,Advance shipping,19-03-2022,O_ID_3000532,22-03-2022,Standard Class,4,3,75.0,299.980011,1,-89.98999786
C_ID_44512,Matthew,Airdo,Furniture,Nu-Dell Executive Frame,Home Office,Brentwood,California,United States,West,Shipping on time,25-06-2022,O_ID_3031650,25-06-2022,Same Day,0,0,35.0,499.9500122,5,134.8399963
C_ID_54007,Mary,Moray,Office Supplies,DIXON Ticonderoga Erasable Checking Pencils,Consumer,Richmond,Virginia,United States,South,Advance shipping,2/3/2022,O_ID_3000534,6/2/2022,Standard Class,4,3,50.0,199.9900055,1,46.95000076
C_ID_39846,Mary,Hudgings,Office Supplies,Satellite Sectional Post Binders,Corporate,Leominster,Massachusetts,United States,East,Shipping canceled,22-06-2022,O_ID_3032090,24-06-2022,First Class,1,2,0.0,499.9500122,5,-662.4299927
C_ID_57112,Nicholas,Moray,Office Supplies,"SAFCO Mobile Desk Side File, Wire Frame",Consumer,Chicago,Illinois,United States,Central,Advance shipping,8/9/2022,O_ID_3000536,8/12/2022,Standard Class,4,3,0.0,399.980011,1,-679.9699707
C_ID_51842,Nicholas,Lichtenstein,Technology,VTech DS6151,Corporate,New York City,New York,United States,East,Advance shipping,8/9/2022,O_ID_3000537,8/12/2022,Standard Class,4,3,0.0,129.9900055,1,62.40000153
C_ID_51842,Sarah,Lichtenstein,Technology,netTALK DUO VoIP Telephone Service,Corporate,Jackson,Mississippi,United States,South,Advance shipping,8/2/2022,O_ID_3000538,8/4/2022,Standard Class,4,2,19.98999977,199.9199982,2,20.32999992
C_ID_60657,Nicholas,Herman,Furniture,KI Conference Tables,Corporate,Jackson,Mississippi,United States,South,Advance shipping,5/3/2022,O_ID_3000539,5/5/2022,Standard Class,4,2,31.98999977,199.9199982,2,70.52999878
C_ID_34112,Patricia,Anderson,Office Supplies,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Consumer,Kenosha,Wisconsin,United States,Central,Shipping canceled,24-05-2022,O_ID_3032131,26-05-2022,First Class,1,2,5.0,499.9500122,5,118.7900009
C_ID_52172,Mary,Herman,Office Supplies,Fellowes Officeware Wire Shelving,Corporate,Little Rock,Arkansas,United States,South,Advance shipping,2/3/2022,O_ID_3000541,6/2/2022,Standard Class,4,3,0.0,239.9600067,2,81.11000061
C_ID_59127,Joseph,Creighton,Technology,Logitech Wireless Performance Mouse MX for PC and Mac,Consumer,Lakeville,Minnesota,United States,Central,Advance shipping,22-01-2022,O_ID_3000542,25-01-2022,Standard Class,4,3,1.0,99.95999908,2,-7.03000021
C_ID_52687,Gary,Creighton,Technology,Plantronics HL10 Handset Lifter,Consumer,Detroit,Michigan,United States,Central,Advance shipping,9/8/2022,O_ID_3000543,9/11/2022,Standard Class,4,3,2.400000095,239.9600067,2,2.380000114
C_ID_39812,Grace,Epp,Furniture,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Corporate,San Diego,California,United States,West,Shipping on time,7/5/2022,O_ID_3032200,7/9/2022,Standard Class,4,4,50.0,499.9500122,5,215.9799957
C_ID_33817,Mary,Blume,Office Supplies,Fellowes Desktop Hanging File Manager,Corporate,Miami,Florida,United States,South,Shipping on time,28-04-2022,O_ID_3032212,2/5/2022,Standard Class,4,4,45.0,499.9500122,5,-36.40000153
C_ID_58707,Jason,Jones,Technology,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Corporate,Detroit,Michigan,United States,Central,Advance shipping,6/12/2022,O_ID_3000546,18-03-2022,Standard Class,4,3,11.0,199.9199982,4,61.40000153
C_ID_55192,Gary,Shariari,Furniture,Chromcraft Rectangular Conference Tables,Consumer,Lakeville,Minnesota,United States,Central,Advance shipping,9/8/2022,O_ID_3000547,9/11/2022,Standard Class,4,3,20.0,200.0,2,9.0
C_ID_34527,Christina,Blume,Office Supplies,"Premier Elliptical Ring Binder, Black",Corporate,New York City,New York,United States,East,Shipping on time,26-04-2022,O_ID_3032217,30-04-2022,Standard Class,4,4,74.98999786,499.9500122,5,114.7399979
C_ID_55192,Lawrence,Galang,Office Supplies,Wilson Jones Legal Size Ring Binders,Consumer,Lakeville,Minnesota,United States,Central,Advance shipping,6/9/2022,O_ID_3000549,6/12/2022,Standard Class,4,3,12.0,99.95999908,4,31.93000031
C_ID_58067,Mary,Workman,Office Supplies,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Corporate,Little Rock,Arkansas,United States,South,Advance shipping,18-03-2022,O_ID_3000550,21-03-2022,Standard Class,4,3,26.0,200.0,2,-269.7000122
C_ID_54007,Benjamin,Ballard,Office Supplies,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Corporate,Orem,Utah,United States,West,Advance shipping,9/11/2022,O_ID_3000551,17-06-2022,Standard Class,4,3,63.99000168,399.9599915,4,161.2599945
C_ID_60312,Christina,Workman,Office Supplies,Xerox 1948,Corporate,Roswell,Georgia,United States,South,Advance shipping,9/1/2022,O_ID_3000552,9/4/2022,Standard Class,4,3,35.99000168,199.9199982,2,40.97999954
C_ID_58852,Albert,Cousins,Technology,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Corporate,Orem,Utah,United States,West,Advance shipping,5/8/2022,O_ID_3000553,5/11/2022,Standard Class,4,3,2.400000095,239.9600067,2,14.97000027
C_ID_58852,Mark,Workman,Technology,Geemarc AmpliPOWER60,Corporate,Roswell,Georgia,United States,South,Advance shipping,6/11/2022,O_ID_3000554,17-03-2022,Standard Class,4,3,2.400000095,239.9600067,4,61.77000046
C_ID_58396,Jacob,Karlsson,Technology,Grandstream GXP1160 VoIP phone,Consumer,Roswell,Georgia,United States,South,Advance shipping,6/11/2022,O_ID_3000555,17-03-2022,Standard Class,4,3,1.600000024,159.9600067,4,19.79999924
C_ID_52396,Gloria,Karlsson,Technology,Samsung Galaxy Note 3,Consumer,Decatur,Illinois,United States,Central,Advance shipping,7/7/2022,O_ID_3000556,7/10/2022,Standard Class,4,3,3.200000048,500.0,3,40.75999832
C_ID_73768,James,Boeckenhauer,Office Supplies,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Consumer,Anaheim,California,United States,West,Advance shipping,18-04-2022,O_ID_3033075,21-04-2022,Standard Class,4,3,20.0,499.9500122,5,134.3899994
C_ID_54007,Albert,Thompson,Furniture,3M Hangers With Command Adhesive,Consumer,Midland,Michigan,United States,Central,Advance shipping,5/8/2022,O_ID_3000558,5/11/2022,Standard Class,4,3,4.800000191,159.9600067,2,45.0
C_ID_51332,Frank,Wilson,Office Supplies,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Home Office,Decatur,Illinois,United States,Central,Advance shipping,7/2/2022,O_ID_3000559,7/5/2022,Standard Class,4,3,12.0,399.9599915,2,-22.88999939
C_ID_26178,Mary,Adams,Furniture,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Corporate,Atlanta,Georgia,United States,South,Advance shipping,2/6/2022,O_ID_3033086,9/2/2022,Standard Class,4,3,89.98999786,499.9500122,1,41.0
C_ID_57202,Linda,Roper,Office Supplies,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Home Office,New York City,New York,United States,East,Advance shipping,6/3/2022,O_ID_3000561,6/6/2022,Standard Class,4,3,6.0,199.9199982,2,21.90999985
C_ID_29493,Thomas,Jacobs,Office Supplies,Newell 335,Consumer,New York City,New York,United States,East,Advance shipping,6/5/2022,O_ID_3033094,6/8/2022,Standard Class,4,3,10.0,499.9500122,1,225.3800049
C_ID_54882,Ethan,Jones,Office Supplies,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Corporate,New York City,New York,United States,East,Advance shipping,6/3/2022,O_ID_3000563,6/6/2022,Standard Class,4,3,10.0,200.0,2,-23.75
C_ID_60907,Mary,Wilson,Office Supplies,Xerox 205,Home Office,New York City,New York,United States,East,Advance shipping,8/7/2022,O_ID_3000564,8/10/2022,Standard Class,4,3,11.0,500.0,3,83.12999725
C_ID_57112,Mary,Wilson,Office Supplies,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Home Office,Columbus,Ohio,United States,East,Advance shipping,8/8/2022,O_ID_3000565,8/11/2022,Standard Class,4,3,13.19999981,239.9600067,2,73.69999695
C_ID_54692,Mary,Wilson,Office Supplies,Safco Steel Mobile File Cart,Home Office,Long Beach,New York,United States,East,Advance shipping,6/7/2022,O_ID_3000566,6/10/2022,Standard Class,4,3,14.0,500.0,3,24.18000031
C_ID_55082,Mary,Thompson,Technology,Adtran 1202752G1,Consumer,Rochester,New York,United States,East,Advance shipping,8/3/2022,O_ID_3000567,8/6/2022,Standard Class,4,3,14.0,200.0,2,67.51999664
C_ID_61152,Mary,Kargatis,Furniture,Aluminum Document Frame,Home Office,Jacksonville,Florida,United States,South,Advance shipping,8/7/2022,O_ID_3000568,8/10/2022,Standard Class,4,3,18.0,500.0,3,0.0
C_ID_60422,Mary,Visinsky,Office Supplies,"Sanford Colorific Scented Colored Pencils, 12/Pack",Consumer,Chicago,Illinois,United States,Central,Advance shipping,5/9/2022,O_ID_3000569,5/12/2022,Standard Class,4,3,19.98999977,199.9199982,4,88.16000366
C_ID_28803,Mary,Vittorini,Furniture,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Consumer,Coral Springs,Florida,United States,South,Advance shipping,28-04-2022,O_ID_3033097,1/5/2022,Standard Class,4,3,35.0,499.9500122,1,130.1900024
C_ID_28803,Janet,Boeckenhauer,Office Supplies,Compact Automatic Electric Letter Opener,Consumer,New York City,New York,United States,East,Advance shipping,19-05-2022,O_ID_3033104,22-05-2022,Standard Class,4,3,99.98999786,499.9500122,1,99.98999786
C_ID_54872,Albert,Visinsky,Technology,Mophie Juice Pack Helium for iPhone,Consumer,Houston,Texas,United States,Central,Advance shipping,5/8/2022,O_ID_3000572,5/11/2022,Standard Class,4,3,25.98999977,199.9199982,2,38.25999832
C_ID_56662,Gloria,Eichhorn,Furniture,"Contract Clock, 14"", Brown",Consumer,Jacksonville,Florida,United States,South,Advance shipping,7/7/2022,O_ID_3000573,7/10/2022,Standard Class,4,3,15.0,500.0,3,26.61000061
C_ID_61352,Joseph,Cartwright,Furniture,KI Adjustable-Height Table,Consumer,Long Beach,New York,United States,East,Advance shipping,23-02-2022,O_ID_3000574,26-02-2022,Standard Class,4,3,63.99000168,399.9599915,2,94.0699997
C_ID_30828,Michelle,Armstrong,Technology,Digium D40 VoIP phone,Consumer,Houston,Texas,United States,Central,Advance shipping,5/5/2022,O_ID_3033119,5/8/2022,Standard Class,4,3,45.0,499.9500122,1,122.8399963
C_ID_56312,Mary,Eichhorn,Office Supplies,Avery 513,Consumer,Peoria,Illinois,United States,Central,Advance shipping,8/9/2022,O_ID_3000576,8/12/2022,Standard Class,4,3,33.99000168,199.9199982,4,46.45999908
C_ID_56177,Jeffrey,Eichhorn,Office Supplies,Recycled Steel Personal File for Standard File Folders,Consumer,Bristol,Tennessee,United States,South,Advance shipping,28-02-2022,O_ID_3000577,3/3/2022,Standard Class,4,3,28.79000092,159.9600067,2,42.63000107
C_ID_54277,Thomas,Trafton,Furniture,O'Sullivan Living Dimensions 5-Shelf Bookcases,Consumer,Seattle,Washington,United States,West,Advance shipping,24-02-2022,O_ID_3000578,27-02-2022,Standard Class,4,3,35.99000168,199.9199982,2,-131.1499939
C_ID_45063,Matthew,Burns,Office Supplies,Avery Durable Binders,Consumer,San Diego,California,United States,West,Shipping on time,29-06-2022,O_ID_3033450,29-06-2022,Same Day,0,0,64.98999786,499.9500122,1,-333.6099854
C_ID_29928,Richard,Karlsson,Office Supplies,Xerox 1891,Consumer,Newark,Delaware,United States,East,Shipping on time,27-05-2022,O_ID_3033570,27-05-2022,Same Day,0,0,74.98999786,499.9500122,1,-16.14999962
C_ID_50244,Michael,Hawley,Technology,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Consumer,Arlington,Virginia,United States,South,Shipping canceled,20-06-2022,O_ID_3033974,22-06-2022,First Class,1,2,10.0,499.9500122,1,171.4799957
C_ID_58797,Donna,Packer,Office Supplies,Easy-staple paper,Home Office,North Las Vegas,Nevada,United States,West,Advance shipping,7/3/2022,O_ID_3000582,7/6/2022,Standard Class,4,3,50.0,200.0,4,-27.45000076
C_ID_38514,Barbara,Bergman,Furniture,GuestStacker Chair with Chrome Finish Legs,Home Office,Springfield,Virginia,United States,South,Shipping on time,25-06-2022,O_ID_3034440,27-06-2022,Second Class,2,2,27.5,499.9500122,5,165.3600006
